scramble,orientation,cross,corner_fr,corner_fl,corner_bl,corner_br,edge_fr,edge_fl,edge_bl,edge_br,EO,CO,CP,ep,total_moves
B2 L F2 D2 L2 B D F2 R U D' R2 L B R D U2 F2 L B' R,x2,D' U' L' B D2 B2,B2 R B2 R',U B' U' B,U' F U F',R B' R B R2,L2 D2 R D2 L2,U L2 U2 L' U2 L2,L2 B2 D2 R' D2 B2 L2,R U' R U2 F R2 F' U2 R2,B' R' U' R U B,R2 D' L F2 L' D R U2 R,U2,F2 U L R' F2 L' R U F2,75
D' L' B R' U2 L' F' R2 L F2 R' U' F2 L2 F U L' B R' L2 F R2,x2,U L' U L2 B2 F',R' U' R,R' B2 R B2 R,L' U2 L,R2 B' R' B U2 R',U' L2 D2 R' D2 L2,L2 D U' F2 D',F L F L' U' F',R U' R U2 F R2 F' U2 R2,R B U B' U' R',B L F L' B' L F' L',U R B' R F2 R' B R F2 R2,R2 U B' F R2 B F' U R2,82
L B U' D' B' L' B2 D2 L F U' B2 R F2 U R F' B' L' F' U2 B',x2,L' U' R' B F' L',R2 B' R2 B,B' R U' R' B,U2 F2 L F2 L',,L2 D' B L U' L' U B2 D,B2 D' R B U' B' D B2,B D F L F2 D' B' U' L',L' B2 D' R D B2 L,F' U2 F R B2 L' B' L U2 B' R',B U B' U B U F' U B' U' F,B2 U B2 L' B R D B' D' L B R' B',F2 U B2 L2 U' R2 F2 L2 D' R2 U' F2,100
L' B2 F R2 L' F' U R2 F D2 L B2 D' L2 F2 D B R2 F2 R2 B U',x2,F2 L2 D B F2 D,R' U' R,L F' U2 F L',F U F',R U R',R' B' R' B U R,R2 D2 L' D2 R2,,R' U2 B' R2 B U2 R,R B U B' U' R',,U R B' R F2 R' B R F2 R2,R2 U B' F R2 B F' U R2,63
R B R F R' U2 B' D R2 F2 U2 L F2 B2 U' B2 R B' R' F',x2,B' L R2 D F2 D B,,F U B' U' B F',R' F R2 U R' F',F' U' F,U' L2 D2 R' D2 L2,L B L B' U' L',L' U2 B' U2 B U2 L,,F' U2 F R B2 L' B' L U2 B' R',B U B' U B U F' U B' U' F,U' L2 F2 L B L' F2 L B' L,R2 U B' F R2 B F' U R2,82
U L2 B2 R B2 D R L2 B D' F R' L2 F L U' F' D' F' D2 B R,x2,F2 L B' U' F2,B U B',B' U B,U2 F U' F',F D2 B' D2 F',R' B' R' B U R,B2 D' R B U' B' D B2,L2 B2 D2 R' D2 B2 L2,B' R2 U' R U R2 B,B' R' U' R U B,B2 D F' L2 F D' B' U2 B',U' L2 F2 L B L' F2 L B' L,F2 U B2 L2 U' R2 F2 L2 D' R2 U' F2,85
D2 R F B' D F' U' L2 D F' R' D B2 U B2 R F B2 R B' L,x2,D' R' B2 U L' B,B2 R B2 R',L U' L',U2 F2 L F2 L',F D2 B' D2 F',,L2 D U' F2 D',B2 D2 F' D2 B2,B U B2 D' R2 D B,L' U' B' U B L,F U2 F' U' F U' F',,,53
B D2 B' L' F' U2 D2 L U F2 U2 L' R' F U D2 F2 U2 R B2 R D',x2,F2 U2 B L' R' D,R2 F2 R2 F2,B' R U' R' B,L' U B' U2 B L,R U2 B' R B R2,U' F2 D2 B D2 F2,B2 D' R B U' B' D B2,B2 D2 F' D2 B2,B L2 D F' D' L2 B',L U F U' F' L',F' U B U' F U B',R B' R F2 R' B R F2 R2,R2 U B' F R2 B F' U R2,84
R2 L2 F2 B' R' D2 L F R2 L2 B' U2 R2 B2 D' U2 R B2 D2 L B D' B2,x2,F U' R B2 R2 F,R2 F2 R2 F2,U2 B' U B,L' U L,R' D2 L D2 R,U' L2 D2 R' D2 L2,,L' U2 B' U' B U2 L,R U' R U2 F R2 F' U2 R2,B' R' U' R U B,F R B R' F' R B' R',U B L' B R2 B' L B R2 B2,L2 U R2 B2 U' F2 L2 B2 D' F2 U' L2,80
L' D' R F2 R D' F2 U' L2 D F2 U2 L' B' L2 U' F2 R2 D' R2 B2 D2 F,x2,B' D F' L' B2 R',R2 F2 R2 F2,B' F U2 F' U B,L' U B' U2 B L,R U' R',L2 D' L U L' B' D L2,R2 D U B D' U' R2,,B U B2 D' R2 D B,R B U B' U' R',B' U2 B F' D F2 U F2 D' L2 F,L B L' F' D L D' B' L' F L2 U' L2,F2 U' L R' F2 L' R U' F2,86
L F' B' R D2 B2 F2 U F' L' U2 B U' F2 D F' D F L2 U B',x2,U R2 B L F,R' U R,B' R' U2 R B,L' U2 L,R2 B' R' B U2 R',L2 D2 R D2 L2,R2 D2 L' D2 R2,L' U2 B' U2 B U2 L,B' R2 U' R U R2 B,R U B U' B' R',B U B' U B U F' U B' U' F,L F' L B2 L' F L B2 L2,L2 U B F' L2 B' F U L2,81
R' L2 D2 L F2 D2 R' B L F2 U B' L' D' U' R2 B R' B U' B' L U' D2 B2,x2,L2 R' B' R2 D R,B U B',B' U' B,L' B' U2 B U' L,R U R',L2 D' L U L' B' D L2,R2 D U B D' U' R2,B2 D2 F' D2 B2,R' U2 B' R B U2 R,L U F U' F' L',B' U2 B U B' U B,,L2 F2 D2 R2 B F D2 L2 B F,71
B U B' U' D2 R B2 L2 B2 D' B' U2 L' U B' U2 L2 D' F L D' L' U' F R,x2,R' B2 F L' R2 B D,B U B',B' R' U2 R B,F U F',R2 D B2 D' R2,L2 D' U B2 D,F2 D' U L2 D,B D F L F2 D' B' U' L',L F2 U F' U' F2 L',B' R' U' R U B,F2 R2 F L2 F' R2 F L2 F,R2 F2 R' B' R F2 R' B R',,73
D2 R U' F2 U D' R' D U L U' B2 L B L2 R B2 F U' F' B' U B F,x2,D' B F' D R' F,R' U2 R,L2 B L2 B',L' U' L,U F' U' F,B' U' L' B L B,R2 D2 L D2 R2,L2 B2 D2 R' D2 B2 L2,R U' R U2 F R2 F' U2 R2,R' U' F' U F R,L2 B2 L' F2 L B2 L' F2 L',U B L' B R2 B' L B R2 B2,F2 U' L R' F2 L' R U' F2,81
L2 U2 B D2 L2 U F' U B2 L F' L2 F B2 R' U' R2 B2 R2 L F B' L D2,x2,D B L' R B' F',B L' U2 L B',L2 F2 L2 F2,U F2 L F2 L',R' D2 L D2 R,B2 U2 B' U2 B2,B' U2 R' U' R U2 B,B2 D2 F D2 B2,R' U2 B' R2 B U2 R,,F R F' L F R' F' L',R2 F2 R' B' R F2 R' B R',,66
F2 L2 R2 U D B2 U2 L B' F' U B U' L' R U2 F R2 F D R2 L B',x2,L2 F' D L' D2 F',R' U B' R2 B R,L U' L',F U2 F',F D2 B' D2 F',U' L2 D2 R' D2 L2,B2 R B2 R2 B' U' R B R,,B L2 D F' D' L2 B',L U F U' F' L',B' U' B U' B' U2 B,L' B L' F2 L B' L' F2 L2 U,L2 U' B F' L2 B' F U' L2,77
U' L2 B L' D' R2 L2 D2 B' L2 B L U R U' R F' B L2 D R' F D2,x2,B L2 F D B D,R2 B' R2 B,B' R' U2 R B,F' U2 F2 U' F',R U2 R',B2 U2 B' U2 B2,R2 D2 L D2 R2,B2 D2 F' D2 B2,,,F R F' L F R' F' L',U L2 F2 L B L' F2 L B' L,L2 U' B F' L2 B' F U' L2,65
F' D2 U2 F D R' D' B L D' U2 F B' L2 B D L2 B R' D' R D' L2,x2,R' B F L' R,R' U2 R,L F' U2 F L',L' U B' U2 B L,R B' R B R2,R' B' R' B U R,R2 D2 L D2 R2,U' B2 D2 F D2 B2,,L U F U' F' L',L F' L' B L F L' B',R B' R F2 R' B R F2 R2,F2 U' L R' F2 L' R U' F2,73
D' B U' F R D' F D2 F2 D' B2 L' D2 F B U2 R2 U2 F2 L B2 L R U,x2,L2 B F D' F R,R' U' R,B' U' B,U2 F2 L F2 L',U F' U' F,L2 D' L U L' B' D L2,B' U2 R' U' R U2 B,B2 D2 F D2 B2,R' U2 B' R B U2 R,B' R' U' R U B,R B' R' F R B R' F',B2 U B2 L' B R D B' D' L B R' B',,75
F D2 L2 D' R B2 D' L' D' F2 B' U F L2 D F2 L' D2 B2 F2,x2,B F' D B D2,U R' U' R,L2 B L2 B',L' U L,U F' U2 F,U' L2 D2 R' D2 L2,R2 D2 L D2 R2,U B2 D2 F D2 B2,,L U F U' F' L',L F' L' B L F L' B',R2 U R2 U R2 U2 B L B' R2 B L' B',B2 U L' R B2 L R' U B2,73
R2 F' L' D2 L2 U2 B D U R U' D' L2 D2 U' B' F L' U B' F R,x2,D R2 B' F2 L' R D,B U' B',B' U' B,U' F U F',F' U' F,,U L2 U2 L' U2 L2,F L F L' U' F',L' B2 D' R D B2 L,F' U2 F R B2 L' B' L U2 B' R',B L F' L' B' L F L',U B L' B R2 B' L B R2 B2,R2 U' B' F R2 B F' U' R2,77
R' F U' F2 R D' L2 F L D L R B2 F' D U' L2 U B D2 U',x2,D2 L2 F2 D' F2,R2 F2 R2 F2,,,F' U' F,R' B' R' B U R,L2 D U' F2 D',U B2 D2 F D2 B2,L' B2 D' R D B2 L,L' U' B' U B L,L U2 L2 U' L2 U' L2 U2 L,L' B L' F2 L B' L' F2 L2,,60
R2 U R F2 R F' R2 D' U' L2 D2 F2 D' R L2 B2 D' R' U2 R2 L B2 D,x2,R F D L R2 D2 B',R' U B' R2 B R,L F' U2 F L',U2 F2 L F2 L',F' U2 F,B2 U2 B' U2 B2,L B L B' U' L',B D F L F2 D' B' U' L',R' U2 B' R2 B U2 R,L U F U' F' L',R B L' B' R' B L B',U B2 L2 B R B' L2 B R' B,,77
B F D2 B' L2 B' D R2 B R B' U' F2 R2 B U2 R2 U B R2 D,x2,L' U' R2 B D2,R2 B' R2 B,R' B2 R B2 R,F2 L F2 L',F' U' F,R2 D' U F2 D,L' D2 B' R B D2 L,L' U2 B' U' B U2 L,B' R2 U' R U R2 B,R B U B' U' R',B2 D F' L2 F D' B' U2 B',R2 U R2 U R2 U2 B L B' R2 B L' B',R2 U' B' F R2 B F' U' R2,84
R2 L U' L D' R2 D' R' L B' D' L' F' R' F' L' F' R2 B2 R' U R' D B,x2,L R D2 F' D B,B U B',F U B' U' B F',L' B' U2 B L,F' U' F,R2 D' U F2 D,R2 D U B D' U' R2,B2 D2 F2 D2 B2,R U' R U2 F R2 F' U2 R2,L' U' B' U B L,R2 D' L F2 L' D R U2 R,R2 B2 R F R' B2 R F' R,F2 U L R' F2 L' R U F2,82
R2 B D U2 L' F2 D R' D2 L2 U F2 R' F' U2 R L' U2 L' F R2 B' L B2 F2,x2,R D L2 R' B',R' U B' R2 B R,L F' U2 F L',L' U2 L,F' U' F,L2 D' B L U' L' U B2 D,U' L2 U2 L' U2 L2,,L F2 U F' U' F2 L',R' U' F' U F R,B U' F' U B' U' F,U B L' B R2 B' L B R2 B2,F2 U L R' F2 L' R U F2,76
R' U' L R' F2 L' U2 L U D2 R' D' R U' L B2 R2 F2 B2 L U' R2 B2 R',x2,R D2 R2 D',,B' U2 B,L' B' U2 B U' L,R2 D B2 D' R2,F2 D2 U2 B2 D2,L B L B' U' L',,,R' U' F' U F R,F R F' L F R' F' L',B2 R2 B' L' B R2 B' L B',F2 U B2 L2 U' R2 F2 L2 D' R2 U' F2,64
D B' D2 B D L2 U2 L2 B D' U B' L2 F R2 U2 R' D B F' R2,x2,F' D' R D2 B F2,,L' U2 L2 U' L',L' U B' U2 B L,F D2 B' D2 F',R2 D' U F2 D,,L' U2 B' U2 B U2 L,B' R2 U' R U R2 B,R' U' F' U F R,R U R' U R U2 R',L' B L' F2 L B' L' F2 L2,R2 U' B' F R2 B F' U' R2,72
D' L2 U F2 U' F2 B D' L U' F' B U F2 U2 F2 R' F R2 D2,x2,B' F L' R B D,R' U2 R,B' U' B,F U F',R U2 B' R B R2,F2 D2 U2 B2 D2,R2 D2 L' D2 R2,B2 D2 F2 D2 B2,R' U2 B' R B U2 R,R' U' F' U F R,R' U' R U' R' U2 R,L F' L B2 L' F L B2 L2,F2 U B2 L2 U' R2 F2 L2 D' R2 U' F2,77
R' D2 B U' R' B F U' B2 U' F' R U B F' L D' B' L' F R F' R' B U',x2,D F2 R U B2,B U' B',,R' F R2 U R' F',R U2 R',L2 D2 R' D2 L2,L2 D U' F2 D',U B2 D2 F D2 B2,R' U2 B' R' B U2 R,R B U B' U' R',F R F' L F R' F' L',U',B2 U L' R B2 L R' U B2,64
D' L2 F' U' F' L' F2 B L' D2 R' U2 B2 R' B F' L2 D R B R L',x2,B2 R' D' R2 B L2,R U R2 U2 R,B' U2 B,R' F R2 U R' F',R U R',L2 D' U B2 D,U' L2 U2 L' U2 L2,B2 D2 F D2 B2,L F2 U F' U' F2 L',,B L F' L' B' L F L',U' R B' R F2 R' B R F2 R2,,64
B2 F2 L2 F L2 U' R' B D F L F' U R D2 U B2 R F2 R' D U,x2,R' B L' D L' R,B U B',B' U B,L' B' U2 B L,F' U2 F,B' U' L' B L B,R2 D2 L' D2 R2,L' U2 B' U2 B U2 L,R' U2 B' R' B U2 R,L' U' B' U B L,L U2 L2 U' L2 U' L2 U2 L,U,B2 U L' R B2 L R' U B2,70
L' U2 D2 F L' B D U' R D2 U' B2 D B L F' U R' U' D' L2 B,x2,R U' F' D' B D2 L,F R' U2 R F',B' R' U2 R B,U2 F2 L F2 L',R U2 B' R B R2,B2 U2 B U2 B2,R2 D2 L D2 R2,L' U2 B' U2 B U2 L,L F2 U F' U' F2 L',F' U2 F R B2 L' B' L U2 B' R',F U' B' U F' U' B,U B L' B R2 B' L B R2 B2,R2 U' B' F R2 B F' U' R2,89
D' L2 U F' U D' B2 L2 U L' B L R2 B D' B U' F B U L2 R B2,x2,F R' D' B2 R2,F R' F2 U' F R,F U B' U' B F',L' B' U2 B U' L,R2 B' R' B U2 R',U F2 D2 B D2 F2,U L2 U2 L' U2 L2,L' U2 B' U' B U2 L,B' R2 U' R U R2 B,,R' U' R U' R' U2 R,L F' L B2 L' F L B2 L2,L2 F2 D2 R2 B F D2 L2 B F,81
B2 R D' R' L2 U L F2 U2 B R' L D2 F' D R' D2 U2 L F2 U',x2,R2 U' L U' B2 F',B F' U' B' F,B' R' U2 R B,L' B' U2 B L,R' D2 L D2 R,B' U' L' B L B,,F L F L' U' F',L' B2 D' R D B2 L,R U B U' B' R',F' U2 F2 U F2 U F2 U2 F',B2 R2 B' L' B R2 B' L B',B2 U L' R B2 L R' U B2,78
F2 D R2 B2 R2 U' F2 B2 R2 U D' R' F R' F2 B' R' D2 L' U2 L,x2,D R2 D2 B' R' F,B L' U2 L B',B' R' U2 R B,L' U L,R' D2 L D2 R,B2 U2 B U2 B2,B2 R B2 R2 B' U' R B R,L' U2 B' U' B U2 L,R' U2 B' R B U2 R,R' U' F' U F R,B' U2 B F' D F2 U F2 D' L2 F,U,L2 U B F' L2 B' F U L2,79
F' B2 L U2 L2 U2 R2 U L R F2 R2 L' D U' L B2 U' F B D2 B' U D R2,x2,D2 F R B L D',R2 F2 R2 F2,F U B' U' B F',U2 F2 L F2 L',F D2 B' D2 F',U F2 D2 B D2 F2,R2 D2 L D2 R2,U' B2 D2 F D2 B2,R U' R U2 F R2 F' U2 R2,B' R' U' R U B,F2 R2 F L2 F' R2 F L2 F,U B2 L2 B R B' L2 B R' B,F2 U B2 L2 U' R2 F2 L2 D' R2 U' F2,89
U' R2 D' F D2 F' D2 R' D2 U' F R2 D' U' B2 U L F' D2 L' B2 D2 F,x2,F L U' L2 U2 R2 B,R' B' R2 B R,L2 F2 L2 F2,,R U R',L2 D' U B2 D,R2 D2 L' D2 R2,B D F L F2 D' B' U' L',R U' R U2 F R2 F' U2 R2,L' U' B' U B L,F' U B U' F U B',U' L2 F2 L B L' F2 L B' L,L2 F2 D2 R2 B F D2 L2 B F,80
L U' D R' B2 U' B' D' F' B2 R B F2 D B2 R U' L2 B2 R2 L,x2,R2 F' L D B' L',R' B' R2 B U' R,L U' L',L' U B' U2 B L,R2 B' R' B U2 R',L2 D' L U L' B' D L2,B' U2 R' U2 R U2 B,B2 D2 F' D2 B2,L F2 U F' U' F2 L',L' U' B' U B L,B L F' L' B' L F L',,B2 U' L' R B2 L R' U' B2,77
R' D R' L2 B2 F2 D2 L' F L' B2 L' D B' F2 R2 F' B D' L B' U D2 R2,x2,D' L' R' F' L',B U B',L2 B L2 B',U2 F2 L F2 L',R U2 B' R B R2,U F2 D2 B D2 F2,L2 D U' F2 D',F L F L' U' F',B L2 D F' D' L2 B',L' U' B' U B L,R B L' B' R' B L B',U' R B' R F2 R' B R F2 R2,F2 U L R' F2 L' R U F2,80
L2 D' U' L' D2 B F2 U2 L F L F2 U2 R F D U' F' B' L',x2,D' B D' L' D' R',B2 R B2 R',F U B' U' B F',L' U B' U2 B L,R U2 B' R B R2,B2 U2 B' U2 B2,R2 D U B D' U' R2,B2 D2 F2 D2 B2,L F2 U F' U' F2 L',R U B U' B' R',B U B' U B U F' U B' U' F,U L2 F2 L B L' F2 L B' L,,79
D R2 U' F2 D L' B' U' F' R F2 R' U' F' D U' L F2 R2 U2 B L2,x2,D2 L B F' D' B,B U' B',F U B' U' B F',F2 L F2 L',,U' F2 D2 B D2 F2,R2 D2 L' D2 R2,B D F L F2 D' B' U' L',L' B2 D' R D B2 L,L U F U' F' L',R B R' F R B' R' F',U L2 F2 L B L' F2 L B' L,L2 F2 D2 R2 B F D2 L2 B F,80
D' U B F2 D2 R' L' B2 F' D R F D' L R2 F' D' U' F2 B' D2 F L' D' B,x2,F2 L D' L' F' D,B' R' U R2 B R',L U' L',U2 F2 L F2 L',F' U F,U' F2 D2 B D2 F2,R2 D U B D' U' R2,B2 D2 F2 D2 B2,R' U2 B' R B U2 R,R B U B' U' R',R B R' F R B' R' F',U',R2 U B' F R2 B F' U R2,72
D2 B2 L U F2 U2 F L U2 F2 L U R D B U2 F' U R' D' B,x2,B' L' F R2 B,B U B',B' F U2 F' U B,L' B' U2 B U' L,R B' R B R2,L2 D2 R D2 L2,L2 D U' F2 D',L' U2 B' U' B U2 L,L F2 U F' U' F2 L',F' U2 F R B2 L' B' L U2 B' R',B U B' U B U F' U B' U' F,F R' F L2 F' R F L2 F2,R2 U B' F R2 B F' U R2,89
F2 R U2 R B D' U L D' F2 B2 L' R2 F' L' R2 D R' D' U2 B2 R' F L F,x2,U B L' F' D B L,R' U' R,,L' U L,F' U F,U L2 D2 R' D2 L2,U' L2 U2 L' U2 L2,U' B2 D2 F D2 B2,R' U2 B' R' B U2 R,F' U2 F R B2 L' B' L U2 B' R',R U R' U R U2 R',F R' F L2 F' R F L2 F2,L2 U B F' L2 B' F U L2,77
D F2 U2 L' F' B R2 F' R' L' U' D L D' B F D' R2 B' U',x2,D' R' B D R D,R2 B' R2 B,L2 B L2 B',F2 L F2 L',R U2 B' R B R2,L2 D' U B2 D,B' U2 R' U2 R U2 B,B2 D2 F D2 B2,,B' R' U' R U B,F' U2 F2 U F2 U F2 U2 F',U2,,57
L' U2 B2 U R' L U F R2 D2 F2 B' U F R B' D' R F R2 D2 F' D2,x2,B2 F' R B D',R' U2 R,U B' U' B,L' U L,,L2 D2 R' D2 L2,R2 D U B D' U' R2,U B2 D2 F D2 B2,R' U2 B' R' B U2 R,L U F U' F' L',L U2 L2 U' L2 U' L2 U2 L,U B L' B R2 B' L B R2 B2,B2 U L' R B2 L R' U B2,74
D' L' R2 D F2 L2 D U F' U' B2 F' R D U' R2 D F2 D2 F' L R,x2,R2 D' L D2 F' L',F R' U2 R F',F U B' U' B F',U' F U F',R2 D B2 D' R2,B' U' L' B L B,,B2 D2 F2 D2 B2,,R B U B' U' R',L F' L' B L F L' B',U B2 L2 B R B' L2 B R' B,,61
U F' B' R' B F2 L2 U' F' L2 D' U' B' U' B2 D2 R2 F' D' R' U2 F2 L U2,x2,R D' B' D' F',B2 R B2 R',B' U' F U2 B F',L' U2 L,R B' R B R2,B2 U2 B U2 B2,R2 D U B D' U' R2,F L F L' U' F',L F2 U F' U' F2 L',R U B U' B' R',B' U' B U' B' U2 B,R D' F2 R2 U' L F2 L' U R2 F2 D R',F2 U L R' F2 L' R U F2,83
F B L B' R' D2 L D2 F2 R D F2 R L2 B' L F2 U2 B' R2,x2,B' D2 F' L' B,R' U R,B' U B,,U F' U2 F,B2 U2 B' U2 B2,B2 R B2 R2 B' U' R B R,U' B2 D2 F D2 B2,R' U2 B' R B U2 R,R U B U' B' R',R U2 R2 U' R2 U' R2 U2 R,U',L2 U B F' L2 B' F U L2,67
F2 L' B2 L B2 F' L' D' B' U2 R2 B2 F2 R' L B F R2 D2 F' D',x2,L' F' D2 U' L F',R2 F2 R2 F2,L U2 L',L' U B' U2 B L,R' D2 L D2 R,B' U' L' B L B,B2 R B2 R2 B' U' R B R,F L F L' U' F',R' U2 B' R' B U2 R,R B U B' U' R',R B L' B' R' B L B',R2 U R2 U R2 U2 B L B' R2 B L' B',B2 U' L' R B2 L R' U' B2,88
B' L D' U B2 D2 L' D2 B2 R D' B2 D' R' U' L R2 D2 L' F2 L' F2 U R,x2,L D U2 L' R2 F',R' U B' R2 B R,R' B2 R B2 R,L' B' U2 B L,,R2 D' U F2 D,F2 D' U L2 D,B2 D2 F2 D2 B2,R' U2 B' R B U2 R,R B U B' U' R',F R F' L F R' F' L',U2,R2 U B' F R2 B F' U R2,68
L2 R2 B U' B U' F2 L B2 R2 B' U2 R U D' R' L2 D' U' L U2 F R D2,x2,B R B' F',B U2 B',B' U B,U2 F U' F',R U2 B' R B R2,L2 D2 R' D2 L2,F2 D' U L2 D,L' U2 B' U2 B U2 L,L' B2 D' R D B2 L,R B U B' U' R',B' U2 B U B' U B,R D' F2 R2 U' L F2 L' U R2 F2 D R',R2 U B' F R2 B F' U R2,79
R D F' D F' R F U L2 U2 R B' L2 U2 B L2 U2 R' B2 R' L2 B2 D2 L,x2,R2 D L B' D,B U B',B' U B,L' U2 L,R2 D B2 D' R2,U' L2 D2 R' D2 L2,R2 D U B D' U' R2,B2 D2 F D2 B2,L F2 U F' U' F2 L',L U F U' F' L',B L F L' B' L F' L',U R B' R F2 R' B R F2 R2,F2 U' L R' F2 L' R U' F2,77
B' U' D2 B' F U R' D R B' U' D2 B' D B' R' B2 F' R L D2 F2,x2,U B R' F D L' D,B' U' B2 U2 B',B' U2 B,F U F',F' U' F,R2 D' U F2 D,U L2 U2 L' U2 L2,F L F L' U' F',R' U2 B' R B U2 R,L' U' B' U B L,F' U B U' F U B',,B2 U' L' R B2 L R' U' B2,67
R' D2 L2 B' U' F' R' F2 B U2 L2 U2 D R' F R B R B' D' U B D F2,x2,R B D' B2 L' B,U R' U2 R,L' U2 L2 U' L',,R B' R B R2,L2 D' L U L' B' D L2,,L2 B2 D2 R' D2 B2 L2,L' B2 D' R D B2 L,L' U' B' U B L,B L F L' B' L F' L',R D' F2 R2 U' L F2 L' U R2 F2 D R',L2 F2 D2 R2 B F D2 L2 B F,79
B2 L B2 U' F2 D F2 U2 L2 F B2 U2 D' L' R B' L2 R2 B' F2 R2 L2 B U,x2,U' B2 U2 F L' D R',,L U L',L' B' U2 B U' L,R U2 R',F2 D2 U2 B2 D2,B2 R B2 R2 B' U' R B R,U' B2 D2 F D2 B2,L' B2 D' R D B2 L,L' U' B' U B L,B L F' L' B' L F L',U R B' R F2 R' B R F2 R2,L2 U' B F' L2 B' F U' L2,79
F2 R' D' F' L F2 D' B2 D U B L2 F2 D' L2 F D2 U L2 R U' B R D2,x2,D2 B' F' D B L',R' U' R,L F' U2 F L',F2 L F2 L',F D2 B' D2 F',U L2 D2 R' D2 L2,B2 D' R B U' B' D B2,U' B2 D2 F D2 B2,R' U2 B' R B U2 R,B' R' U' R U B,B L F' L' B' L F L',U L2 F2 L B L' F2 L B' L,F2 U L R' F2 L' R U F2,83
D2 L R' D2 L2 U2 F' L' R2 U' F2 D' B' R2 L' F' B' D2 B2 F' L' F2 D R2,x2,L' D' U2 F D B L',F R' U2 R F',B' R U2 R' B,F U2 F',R B' R B R2,L2 D' B L U' L' U B2 D,L B L B' U' L',L B2 D F2 D' B2 L',B L2 D F' D' L2 B',R B U B' U' R',F2 R2 F L2 F' R2 F L2 F,U R B' R F2 R' B R F2 R2,R2 U B' F R2 B F' U R2,88
L2 R2 U F2 D2 F R2 B2 F2 D' L' R D' U' F' B R2 B' U' B2 U',x2,L2 R' F2 D L',R2 F2 R2 F2,L2 F2 L2 F2,U2 F2 L F2 L',F' U' F,L2 D' L U L' B' D L2,B2 D' R B U' B' D B2,L2 B2 D2 R' D2 B2 L2,B L2 D F' D' L2 B',,B L F L' B' L F' L',B' R B' L2 B R' B' L2 B2,L2 F2 D2 R2 B F D2 L2 B F,78
R' D' F L' F2 U' B2 D2 R B2 U' R2 F2 D' B' F D' B2 R D2 U L',x2,R2 D2 B2 R2 D' L',R' B' R2 B R,B' U' F U2 B F',L' U B' U2 B L,R U2 R',L2 D' L U L' B' D L2,U' L2 U2 L' U2 L2,L2 B2 D2 R' D2 B2 L2,R U' R U2 F R2 F' U2 R2,F' U2 F R B2 L' B' L U2 B' R',,R2 U R2 U R2 U2 B L B' R2 B L' B',F2 U L R' F2 L' R U F2,89
F' R D2 F U' L' F' D R' L2 D' F L B2 D2 B' L2 F2 D' F,x2,L B F' L U B2,,L2 F2 L2 F2,,,L2 D' U B2 D,B2 R B2 R2 B' U' R B R,B2 D2 F' D2 B2,L' B2 D' R D B2 L,R' U' F' U F R,F U2 F' U' F U' F',R2 U R2 U R2 U2 B L B' R2 B L' B',B2 U' L' R B2 L R' U' B2,71
F' B' R2 L D2 B F' U2 D2 F D2 F' D2 F2 D B2 R' L D' U B' F L' D,x2,B F2 L',U R' U' R,B' U B,L' U' L,,B2 U2 B U2 B2,B' U2 R' U2 R U2 B,B2 D2 F D2 B2,L' B2 D' R D B2 L,R' U' F' U F R,F U' B' U F' U' B,B2 R2 B' L' B R2 B' L B',R2 U B' F R2 B F' U R2,68
D2 F L U F R2 U L' U' D' B2 F2 R2 D2 L F' B2 R2 D2 R2 F',x2,B R2 D' B D2 R,F R' U2 R F',L F' U2 F L',,F D2 B' D2 F',,U L2 U2 L' U2 L2,,L' B2 D' R D B2 L,L U F U' F' L',L U2 L2 U' L2 U' L2 U2 L,U',F2 U' L R' F2 L' R U' F2,59
B L' U R2 U2 D2 L2 F' L2 D2 L2 D' F2 L D L2 F2 L F D2 B2 L2 D2 U2 B2,x2,B2 F' D R' D2 F,B U2 B',B' R U2 R' B,L' B' U2 B U' L,R' D2 L D2 R,F2 D2 U2 B2 D2,L' D2 B' R B D2 L,U' B2 D2 F D2 B2,,R U B U' B' R',R B L' B' R' B L B',F R' F L2 F' R F L2 F2,L2 U' B F' L2 B' F U' L2,75
L' F L2 U2 D' R' D' L2 B2 L2 D F' R2 F2 U' B U' D B' L R D2,x2,D R' B' F2 L U' F2,B' U' B2 U2 B',,R' F R2 U R' F',R U R',U L2 D2 R' D2 L2,B' U2 R' U2 R U2 B,U' B2 D2 F D2 B2,L F2 U F' U' F2 L',L U F U' F' L',,L' B L' F2 L B' L' F2 L2 U,B2 U' L' R B2 L R' U' B2,72
U R' F D2 U L' R B2 F D' U' L2 F' U' L U L2 F L D F2 B',x2,U' L' F' L' D B,L R' U L' R,B' U' F U2 B F',L' U B' U2 B L,R2 D B2 D' R2,B2 U2 B U2 B2,B' U2 R' U' R U2 B,L' U2 B' U' B U2 L,R U' R U2 F R2 F' U2 R2,,,R2 U R2 U R2 U2 B L B' R2 B L' B',F2 U B2 L2 U' R2 F2 L2 D' R2 U' F2,81
F B2 U' R F2 L2 R2 D2 B F2 L' U' D F U B U' B L2 B' L2 R D2 U2,x2,D' R' B' D',R' B' R2 B R,B' U2 B,F' U2 F2 U' F',U F' U' F,L2 D2 R D2 L2,B' U2 R' U' R U2 B,L' U2 B' U2 B U2 L,B L2 D F' D' L2 B',,R U R' U R U2 R',L F' L B2 L' F L B2 L2,L2 U B F' L2 B' F U L2,72
